ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_RV3KsrS7It0nxUB,Yes,1,,,,,,,,,,,,,,,,20,3,2,0,1,1,,,,50,1,1,,,,0,1,1,10,1,1,,,,,,,0,1,1,,
R_4ZxdTZW0KqcBTQl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_28zK8SbusCKj0UD,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_rj9ZFz8yPAexmwN,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,10,1,1,,,,,,,,,,,,,50,3,2,,,,,,,90,4,3,,,,,,,50,4,3,,
R_2XoqETSj1njsZ7z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1LXoCco3dhzFAaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3n12AJ9Oz9edEtP,Yes,1,30,3,2,,,,30,1,1,,,,,,,,,,,,,,,,,,,20,1,1,,,,,,,,,,,,,,,,,
R_3oGWwJjPS9no8Ww,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jJa6JAbx6orbXg,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_pB0PjF9MS5UlaTL,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Ep3FqBzDQpACsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_er4YrulIDSP08NP,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_28BST7kLEquzKhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2DMogFV20DkuiLk,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VOb5ejJgpAQBSQ,Yes,1,,,,,,,,,,,,,70,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1j6OKdR7cJNhuv6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_10HrrnFtUOU3RvE,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,10,1,2,,,,,,,20,4,3,10,1,3,,,,,
R_1IAXL0u3xtd2tfE,Yes,1,50,2,2,,,,,,,,,,30,1,1,,,,20,1,2,90,3,3,,,,10,1,1,60,5,3,,,,30,3,3,50,3,3,,,,,
R_3MKxWRXqVA1wdzI,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1kOHA1hv4pbIzeQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_YY6kJ3bbuthOLYZ,Yes,1,,,,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_RLl3H3mKm8WqEXD,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2xFOHk9DMJZRovz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2737HAUxqCtMcoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3J1P8V60Lq7VVJY,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,2,,,,40,1,4,10,1,3,,,,,
R_6KhFVbKRt0Tejq9,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,,,,,,,,,,,,,,,,,
R_3EBl2l2H7YDQC3H,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1r1C3QiqV5NB3RE,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_33a0i2qdoAZEfkf,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2odPvxdaavY2kYV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3erjDlEFWTMuXJk,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2zOoc2C3KwYzlW5,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,2,,,,,,,,,,,,,,
R_1QA55gw3aGDpNRI,Yes,1,,,,10,1,1,,,,30,1,2,0,1,1,10,1,1,,,,,,,,,,10,1,1,20,1,3,,,,,,,,,,80,5,4,,
R_bKq03jB6JmUQQpz,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2tK05OaHa0RMDTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_110y3YF2RvGdyMb,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,4,,,,,,,,,,,,,,
R_24CKSgtEH3OOVjj,Yes,1,,,,,,,,,,,,,,,,70,3,2,,,,,,,50,3,1,,,,,,,,,,,,,50,2,3,,,,,
R_25AEDMz0csolX4k,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IiNV2b7KXgbUoK,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_wLQ1fKPYr6Q8e4N,Yes,1,,,,,,,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2V3GSZbFR690SRP,Yes,1,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2dMGCB0uRn1UNzn,Yes,1,,,,80,4,3,90,3,2,80,3,3,,,,60,1,1,,,,90,4,3,30,1,1,20,1,1,,,,20,3,3,,,,,,,30,3,4,,
R_1JEj4f3ok0Fkvfw,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,,,20,1,3,,,,,,,,
R_2Ec2UCxzSOKNfff,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,
R_2dLSSoSxLcBcl0G,Yes,1,,,,,,,60,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Rs1J5cmEib43Iqt,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2QX0f35D7jIvq3y,Yes,1,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3hF11hv7PW5tmg2,Yes,1,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,1,1,,,,,,,,,,,
R_3EmN1xr1CVJJ1dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IBeGgVCXnjbde8,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dgm9vNo71Q7Qc8N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IaWJSkMFgSJSfh,Yes,1,80,3,,,,,10,1,1,10,1,2,10,1,1,,,,50,1,,30,1,,10,1,1,20,1,1,80,5,4,10,1,3,50,3,3,0,1,3,,,,,
R_2QMncdnUQ9c9qz5,Yes,1,,,,90,3,,70,2,1,100,3,,20,1,1,30,1,1,40,1,1,80,1,1,,,,,,,0,3,3,,,,,,,0,2,3,30,3,4,,
R_1dNdOftqSM61NvF,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3oGCcpEw0lx4V8Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2691syEAQa8jEiv,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_C4CI824LWIbcm53,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ZBNKQ8uv6SKSRBD,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1FJIeF8ZnROqN2f,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rUboOimMA3isk9,Yes,1,,,,,,,,,,100,5,3,,,,,,,,,,,,,30,1,1,,,,,,,,,,,,,40,1,3,,,,,
R_27ePsat5Cy2eQla,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,,,,,,,,,,,,,,
R_2zAsBfjyXeIM5df,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,3,,,,,,,70,5,3,,,,,
R_1dc58PpZd8DIYn6,Yes,1,,,,,,,70,4,3,,,,,,,,,,30,1,1,,,,,,,50,1,1,,,,,,,,,,,,,90,4,3,,
R_R9sB7cbTs7X32BH,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uvTfbMiR6WAcDO,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,50,3,2,,,,,,,,,,,,,,,,50,3,3,,
R_3DhH6oemkKXyIJ3,Yes,1,,,,30,1,4,,,,30,1,1,10,1,1,,,,10,1,1,,,,20,1,1,,,,,,,,,,,,,10,1,2,,,,,
R_2TI9OJ3vVPSjrEA,Yes,1,,,,,,,,,,,,,,,,60,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_qEpg4qGoVeAnTHj,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qfmL8uQ4VOzrYN,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3nIclGDmwIIzbBm,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1KloyN52QGn9Wlf,Yes,1,,,,10,1,1,10,3,3,30,4,3,,,,80,5,3,80,5,3,20,3,2,20,2,1,10,1,1,,,,,,,,,,,,,,,,,
R_UzPlNGm2xBzaC9r,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ITghI6z6RuiPWP,Yes,1,20,2,3,,,,50,3,3,,,,80,4,3,20,1,1,10,1,1,60,3,3,,,,10,1,2,0,1,2,10,1,3,10,1,3,20,3,3,50,4,3,,
R_WCA0UJrCBaIO0hj,Yes,1,60,4,3,,,,20,1,1,,,,50,3,2,,,,,,,40,1,2,40,1,1,50,1,1,60,4,4,10,1,3,,,,30,3,3,40,4,4,,
R_dnG03RkpY9I9Qfn,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DhGJZ55eT0VwUx,Yes,1,,,,80,1,2,40,4,3,70,1,2,80,3,2,,,,,,,,,,,,,20,1,1,,,,,,,10,1,2,20,1,3,,,,,
R_8ABWJbg7gu62vZf,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rBL7eWhxvTj4m2,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,3,,,,,
R_3G1W7KPX4FYOklE,Yes,1,,,,,,,80,3,3,60,3,2,,,,,,,,,,40,1,2,,,,,,,,,,10,1,4,,,,,,,,,,,
R_1KcCfKppOqamx8a,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1pMg9eoFX29rF5N,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,3,,,,,,,,
R_3KIyStUYhSesbPV,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3m2GjrnJce0L5y2,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2R2qxOeMQSrW8MS,Yes,1,70,2,2,,,,20,1,1,80,3,1,80,3,1,,,,30,1,2,50,1,1,50,1,1,20,1,1,40,2,4,,,,50,1,3,,,,80,5,3,,
R_2wjkMO9HBmVOQD5,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1i3vVfwltSKFgVS,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,,,,,,,,,,,
R_2pLGYwUid7NuEee,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1l3iAxQYmnD2yRY,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VDu0GRwbr1gd5e,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_piL59lrV5t44iR3,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_BsnsWOpwXfqfpVD,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ruA5FUDPvnFFU7,Yes,1,30,1,2,70,4,3,,,,,,,,,,,,,,,,30,1,2,10,1,1,,,,,,,,,,,,,,,,,,,,
R_XifdJxEN9FiJxzb,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31vLgnXD6YEefPG,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QLNUOJ2ro97jLL,Yes,1,50,4,3,,,,,,,,,,50,1,2,,,,50,3,2,50,2,2,,,,50,1,1,20,1,3,10,1,3,,,,,,,,,,,
R_eDw8uFMNsh24wqR,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1qagE2KwyjhYY1b,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9zZmQSCKGBC60yl,Yes,1,40,1,1,30,1,1,100,4,3,,,,,,,,,,30,1,1,50,1,2,30,2,1,10,1,1,40,3,4,10,2,4,20,1,3,,,,,,,,
R_1f1uN5w0rKo5TQF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3KHoXuvPch0l6ak,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3IWuMpTaAnCKI8j,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_419sXI890otdxkt,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2sSFix3oUSWpRNH,Yes,1,,,,10,1,1,10,1,1,,,,,,,,,,,,,10,3,2,,,,,,,,,,10,1,3,,,,,,,,,,,
R_rkkUyKM2WyYmDTz,Yes,1,60,3,,40,1,2,,,,70,3,2,20,1,1,,,,30,1,2,,,,50,1,1,,,,10,1,3,,,,,,,,,,,,,,
R_1QF3PkjB2NUESqk,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,10,1,1,40,2,2,30,3,2,,,,,,,,,,,
R_bD7ECM50BW2G3zb,Yes,1,,,,,,,,,,90,2,1,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,90,4,3,,,,,
R_3JhmCmNVOcHh6eQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_T0IO0YigVH9lxNT,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CHrN15M8wZ22aI,Yes,1,80,3,2,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,10,3,2,,,,,,,0,1,2,,,,,
R_2e4D4Zm9wlgWxbG,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,3,,
R_3LaLib7r9XtGRvh,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,,,,,,,,,,
R_3NWouHQaoZPLUJU,Yes,1,,,,,,,60,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2WHWhZZrRn8UQOm,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2qlAA0h6oZoz0m2,Yes,1,90,4,2,,,,,,,,,,50,1,1,50,1,1,70,3,2,70,3,2,70,1,1,20,1,1,20,1,3,,,,,,,10,1,3,50,4,3,,
R_9yHF4CFDazy5OVP,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1H6oFTgEvfe8t2W,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3GrclgQmqfCJVlF,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,,,,,,,,,,,,,30,4,3,,,,,
R_29c5wG8mlQzcWmF,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,3,20,1,3,,,,,,,,,,,
R_2EsJWaKNgZudJAo,Yes,1,100,4,3,,,,60,3,2,,,,90,3,2,60,2,1,,,,70,3,2,,,,0,1,1,,,,,,,10,1,4,40,1,3,80,5,4,,
R_1NsoIrfBiFNe7Bo,Yes,1,,,,,,,,,,50,1,1,50,1,1,,,,50,1,2,,,,70,1,1,70,1,1,,,,10,2,3,30,2,3,10,1,3,,,,,
R_1EYu763Wx8AojQ6,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_XFmiSKbtnjyCVrz,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,,,,,,,,,,,,,,,,,
R_2CcQSPTrlbJ74I3,Yes,1,,,,,,,,,,,,,,,,,,,50,2,2,,,,,,,,,,,,,50,4,3,,,,,,,,,,,
R_1jqXEpul2Ypvz2U,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3nd5sOIrfctjw60,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HUj10ox2ENFDS1,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3M9ESvbPZ9K8vme,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3CVeRXgGgG6Upgf,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Q5DM8rWjykr2AQp,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_A65NE6Aq8Lid5Lj,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_xmSMHzKZwTnj5EB,Yes,1,80,3,1,80,3,2,50,1,1,,,,80,3,2,50,1,2,,,,80,3,2,20,1,1,20,1,1,0,1,3,,,,20,3,2,0,1,3,40,5,4,,
R_3k1T3yiTOQsVkCh,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3JEMbw7kQRvwRkh,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rrdeQLksyOofBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2SGmYuVNM3X6zqq,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Giy9hWNBOGg6Uw,Yes,1,,,,,,,,,,,,,,,,40,1,1,,,,,,,50,1,1,,,,,,,,,,10,2,4,20,2,3,50,1,3,,
R_yr0TUFiBLQz7CkV,Yes,1,,,,,,,,,,,,,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kLBUIs7CiABfSM,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1rplbQDvHtFYWKS,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Di8LkKrPJzqCugV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3GpwbJ0zvvd99KE,Yes,1,90,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3D1hpjOcr2n9m90,Yes,1,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_sX2dUklZR3jVYaZ,Yes,1,,,,20,1,2,,,,,,,,,,,,,,,,,,,,,,10,1,1,70,4,3,,,,,,,,,,,,,,
R_3QLSMGZAGZfIMFF,Yes,1,,,,,,,60,1,1,,,,,,,,,,,,,30,1,1,20,1,1,10,1,1,,,,60,5,4,,,,10,1,3,,,,,
R_1kRj3eouMuup9YX,Yes,1,,,,,,,,,,,,,10,1,1,10,1,1,,,,,,,,,,,,,,,,,,,20,1,3,,,,,,,,
R_1LLO3Mihct6J29g,Yes,1,100,5,4,,,,,,,90,4,3,,,,,,,60,4,3,,,,60,,1,10,1,,20,1,,,,,30,3,3,,,,60,2,3,,
R_3g1L2Fs8r5E8JcO,Yes,1,60,3,2,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,,,,,,,,,,,,,,,,,
R_yX8NRjIuAIQ7Xkl,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_qCwAYmrNvs1NEPv,Yes,1,,,,,,,80,3,3,70,3,3,40,2,2,,,,20,1,2,,,,30,1,1,,,,,,,,,,20,1,2,,,,80,5,4,,
R_PTi9ioi6sFDuO9b,Yes,1,,,,80,3,,100,3,,,,,70,3,1,90,3,,80,3,,,,,70,2,1,,,,20,1,2,20,1,,20,1,,30,1,3,50,4,3,,
R_w0KIo88NjsyFNRL,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,50,3,2,,,,,,,,,,,,,30,1,1,,,,90,5,4,10,1,,,,,,,,90,4,3,,
R_31X8xSP5WfjVtZi,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2PtzqP8SctK7znG,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2WOu2zscLpgWvne,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,3,,,,,,,,,,,,,,
R_31T14EJfANzXAYs,Yes,1,,,,,,,10,1,1,10,4,3,,,,,,,,,,,,,,,,,,,10,1,3,,,,90,4,3,,,,,,,,
R_3G3xEt7TB0AEMcW,Yes,1,70,1,1,70,1,1,,,,,,,50,1,2,70,2,2,,,,,,,,,,,,,50,4,4,,,,,,,10,1,3,,,,,
R_1r37OyDd6UA6XJz,Yes,1,90,4,3,,,,60,3,3,90,3,2,80,4,2,50,3,2,80,3,3,90,3,2,,,,90,4,3,10,1,2,50,3,3,40,4,3,30,3,3,90,4,3,,
R_12byLAUsPiwFa5J,Yes,1,,,,,,,100,4,3,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,
R_24C1UV8LVA90Apj,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,3,,,,,,,,,,,,,,
R_1k1TQeF6NePFxGD,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jdkDHhsGuf2XMY,Yes,1,,,,,,,,,,,,,,,,,,,30,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3m9pm3u3tvKT86U,Yes,1,,,,50,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2sSlHVmBmNiMoYW,Yes,1,100,5,3,90,5,3,40,2,2,10,1,1,80,1,2,30,1,1,0,1,1,,,,50,2,1,50,5,3,,,,20,3,2,70,5,4,,,,,,,,
R_2wN9dFbmWNOdkq7,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3g17kmjSK44xe7K,Yes,1,90,3,2,,,,,,,10,1,1,,,,,,,,,,50,1,2,,,,10,1,1,10,1,,,,,40,4,4,,,,,,,,
R_2EougZJseebS9hZ,Yes,1,,,,,,,,,,,,,,,,,,,,,,90,5,4,,,,,,,90,5,4,,,,,,,,,,,,,,
R_3iXrXb7CkIYkwEJ,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2YnfIItz2HGhPsZ,Yes,1,,,,40,4,4,50,3,2,,,,,,,,,,30,1,1,30,3,3,,,,,,,,,,20,1,2,,1,,20,3,3,,,,,
R_1Du9FRyWdHyVNXP,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1C2Cef7JBL7jQQD,Yes,1,,,,20,1,1,,,,70,3,2,,,,40,1,1,60,3,2,20,1,2,,,,,,,10,1,3,20,3,4,30,2,4,,,,70,2,2,,
R_2sWHJE92yaa61da,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
