"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
557,50,20,2,NA,NA,NA,50,20,2,NA,NA,NA,50,20,2,NA,NA,NA,15,50,2,NA,NA,NA,20,80,2,NA,NA,NA,25,0,2,NA,NA,NA,10,0,2,NA,NA,NA,50,50,2,3,NA,NA,80,100,2,NA,NA,NA,15,0,2,NA,NA,NA,"Once or twice","Never","Once or twice","Never","Clinical",NA,"Yes","No","No","No","No","No","No",1,"Estudo de caso","No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",37,"Yes","No",NA,"Brasil",NA
558,90,20,2,NA,NA,NA,90,50,1,3,"Eram condições que não interferiam na compreensão do fenômeno ou no resultado da pesquisa.",NA,20,5,2,NA,NA,NA,80,50,2,NA,NA,NA,50,25,2,NA,NA,NA,50,25,2,NA,NA,NA,5,0,2,NA,NA,NA,35,10,2,NA,NA,NA,25,5,2,NA,NA,NA,35,5,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Social",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",28,"Yes","No",NA,"Brasil",NA
564,74,50,1,2,"Por que acredito que a pesquisa contribuiu para o avanço científico ou para soluções sociais.",NA,50,50,1,3,"o meu projeto de pesquisa pode contribuir para soluções sociais e contribuir com a ciência.",NA,70,90,2,NA,NA,NA,20,10,2,NA,NA,NA,75,75,2,NA,NA,NA,50,50,2,NA,NA,NA,51,51,2,NA,NA,NA,60,60,2,NA,NA,NA,72,70,1,3,"Quando se trata de uma amostra grande, não vejo problema.",NA,51,51,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Health",NA,"No","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Graduate student",NA,"Masters","Male","White",51,"Yes","No",NA,"Brasil","nada mais."
566,17,91,2,NA,NA,NA,2,100,2,NA,NA,NA,0,99,2,NA,NA,NA,50,99,2,NA,NA,NA,99,99,1,3,NA,NA,2,99,2,NA,NA,NA,1,99,2,NA,NA,NA,10,99,2,NA,NA,NA,6,99,2,NA,NA,NA,0,100,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Mental Health",NA,"Yes","Yes","No","No","Yes","No","No",0,NA,"Yes","No","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",30,"Yes","No",NA,"Brasil",NA
570,9,2,2,NA,NA,NA,69,10,2,NA,NA,NA,15,15,2,NA,NA,NA,80,20,2,NA,NA,NA,15,5,2,NA,NA,NA,75,5,2,NA,NA,NA,5,1,2,NA,NA,NA,60,1,2,NA,NA,NA,35,1,2,NA,NA,NA,5,1,2,NA,NA,NA,"Never","Never","Never","Never","Social",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","White",29,"Yes","No",NA,"Brasil",NA
572,90,25,2,NA,NA,NA,90,10,2,NA,NA,NA,25,11,2,NA,NA,NA,90,10,1,2,"No meu caso foi por aprendizado. ",NA,80,50,2,NA,NA,NA,50,10,2,NA,NA,NA,15,0,2,NA,NA,NA,20,5,2,NA,NA,NA,70,50,1,2,"Somente fiz em exercícios de disciplinas, antes de entender melhor o significado disso.",NA,45,15,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Organizational and Work",NA,"No","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Male","Parda",33,"Yes","No",NA,"Brasil",NA
578,40,100,2,NA,NA,NA,90,40,1,3,NA,NA,70,10,2,NA,NA,NA,0,0,2,NA,NA,NA,90,0,1,1,NA,NA,80,0,2,NA,NA,NA,10,0,2,NA,NA,NA,90,0,1,1,NA,NA,100,0,1,3,NA,NA,80,10,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Organizational and Work",NA,"No","Yes","No","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Male","Parda",35,"Yes","No",NA,"Brasil",NA
580,81,62,2,NA,NA,NA,37,7,2,NA,NA,NA,30,9,2,NA,NA,NA,67,41,2,NA,NA,NA,38,12,2,NA,NA,NA,79,42,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,4,3,2,NA,NA,NA,0,0,2,NA,NA,NA,"Occasionally","Never","Occasionally","Never","School and Education",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","other",NA,"Masters","Female","White",58,"Yes","No",NA,"Brasil",NA
586,90,50,2,NA,NA,NA,80,30,2,NA,NA,NA,20,0,2,NA,NA,NA,90,70,2,NA,NA,NA,80,80,1,2,NA,NA,40,10,2,NA,NA,NA,20,0,2,NA,NA,NA,30,10,2,NA,NA,NA,90,50,2,NA,NA,NA,90,10,2,NA,NA,NA,"Often","Occasionally","Occasionally","Once or twice","Cognitive",NA,"Yes","No","No","No","Yes","No","Yes",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Female","White",26,"Yes","No",NA,"Brasil",NA
587,25,5,1,3,"porque eu me engajei em um estudo que  funcionou ? Não tenho certeza se entendi a questão. Estudos ocasionalmente funcionam. Não?",NA,40,35,1,3,"Já ocorreu por um deslize meu mas sempre que notei reportei dentro do próprio estudo. Entretanto, acredito que estamos sempre cometendo deslizes sobre o quanto reportamos visto que é impossível capturar a materialidade do real dentre as linhas da seção de método. Há sempre uma variável, um detalhe que passa desapercebido.",NA,70,70,2,NA,NA,NA,40,40,2,NA,NA,NA,30,40,2,NA,NA,NA,50,40,2,NA,NA,NA,25,25,1,3,"Nunca em um artigo com intenção de publicação. Mas já falsifiquei dados em uma atividade avaliada na graduação para me poupar tempo para dedicar a outras atividades",NA,66,67,2,NA,NA,NA,50,44,2,NA,NA,NA,60,29,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Occasionally","other","análise histórica do discurso ","Yes","Yes","Yes","No","No","No","No",1,"documental","No","No","No","Yes","bibliotecas","Research","Public","Graduate student",NA,"Undergraduate","Male","Black",26,"Yes","No",NA,"Brasil","a primeira pergunta é confusa"
588,79,90,2,NA,NA,NA,49,71,2,NA,NA,NA,60,61,2,NA,NA,NA,31,39,2,NA,NA,NA,80,48,2,NA,NA,NA,41,76,1,2,"Não estava descrito no plano, mas havíamos pensado que poderia ocorrer. Ou seja, foi uma hipótese não documentada previamente, apesar dos pesquisadores haverem conjecturado informalmente sobre ela.",NA,10,25,2,NA,NA,NA,80,90,2,NA,NA,NA,38,38,2,NA,NA,NA,16,17,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Behavior Analysis",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","White",57,"Yes","No",NA,"Brasil",NA
589,50,21,2,NA,NA,NA,29,3,2,NA,NA,NA,35,37,2,NA,NA,NA,34,5,2,NA,NA,NA,17,11,2,NA,NA,NA,47,23,2,NA,NA,NA,5,1,2,NA,NA,NA,32,10,2,NA,NA,NA,60,40,1,3,"Não lembro de ter feito especificamente  isso, para ser sincera. Mas, de acordo com a regra de arredondamento, isso faz algum sentido, então é possível que eu já tenha feito e não lembre. Com certeza não arredondaria se fosse 0,055 ou mais. Acho que seria importante analisar os tamanhos de efeito e o tipo de variável/relação sendo investigada.",NA,37,8,2,NA,NA,NA,"Once or twice","Never","Never","Never","Family and Community",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Female","White",26,"Yes","No",NA,"Brasil","Acho que a grande maioria dos pesquisadores não faça nenhuma, ou quase nenhuma dessas práticas investigadas. Entre os que fazem, acredito que muitas vezes seja por desconhecimento e deficiências de formação. Infelizmente, a formação do psicólogo (e de muitos pesquisadores em psicologia) ainda é bastante precária."
591,95,99,1,3,"Parece pairar um descredito com as pesquisas que nao deram certo ou que n ao tingiram as amostras necessárias... e as proprias revistas refutam estes artigos... entao gastasse energia somente com os que  deram certo ",NA,70,80,1,2,"tamanho dos artigos... necessidade de reduzir as paginas... recortes para publicação... ",NA,20,20,2,NA,NA,NA,10,10,2,NA,NA,NA,10,10,2,NA,NA,NA,90,90,1,2,"valorizar a pesquisa...",NA,1,1,2,NA,NA,NA,30,30,2,NA,NA,NA,80,81,1,1,NA,"arredondamento simples..",1,1,2,NA,NA,NA,"Once or twice","Once or twice","Never","Never","Organizational and Work",NA,"Yes","No","No","No","No","No","Yes",1,"descritiva, estudo de caso","No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Female","White",46,"Yes","No",NA,"Brasil","Algumas perguntas sao exclusivas de pesquisas quanti... nao cabendo para pesquisas quali."
596,100,30,2,NA,NA,NA,70,20,1,2,"não tinha espaço no manuscrito para todos o detalhes. Foram deixados de fora detalhes julgados como irrelevantes",NA,5,1,2,NA,NA,NA,100,91,1,2,"Era um estudo que não tinha sido feito calculo amostral de maneira adequada uma vez que não se prestou a ser representativo, então decidimos coletar mais sujeitos",NA,90,10,2,NA,NA,NA,50,50,2,NA,NA,NA,30,0,2,NA,NA,NA,72,6,2,NA,NA,NA,70,7,2,NA,NA,NA,60,9,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Behavior Analysis",NA,"Yes","Yes","Yes","Yes","Yes","No","Yes",0,NA,"Yes","Yes","No","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",28,"Yes","No",NA,"brasil",NA
597,50,30,2,NA,NA,NA,80,50,1,3,"Porque, muitas vezes,  precisamos nos reportar ao que foi mais relevante em um estudo. ",NA,50,50,2,NA,NA,NA,80,50,2,NA,NA,NA,90,70,1,3,"Pelo princípio de saturação relativo às pesquisas qualitativas.",NA,30,30,2,NA,NA,NA,20,10,2,NA,NA,NA,80,50,1,3,NA,"Em pesquisas qualitativas o informante pode ser alterado em modelos que pressupõem a qualidade das informações diante dos objetivos da pesquisa. Por exemplo, em amostras propositais. ",70,40,2,NA,NA,NA,85,50,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","Legal, Forensic, and Criminal",NA,"Yes","No","No","No","No","No","No",1,"Narrativas de Trajetória de vida","No","No","Yes","No",NA,"Research","Private","other","Celetista-horista ","Masters","Female","White",46,"Yes","No",NA,"Brasil ",NA
599,75,10,1,2,"Dado que tenho uma demanda por produzir e publicar dentro de um certo período de tempo, e considerando que a maioria das revistas não demonstra interesse em publicar artigos com resultados não conclusivos, a decisão por priorizar a publicação de dados oriundos de estudos que mostraram resultados informativos acerca das hipóteses levantada parece útil e justificada.",NA,95,80,1,2,"Em alguns casos, a justificativa era somente a falta de orientação adequada ou de consulta suficiente à bibliografia para saber que algum dado específico era importante. Em outros casos, a falta de espaço para reportar os procedimentos no tipo de publicação escolhido. Em outros casos, a falta de clareza sobre como foi realizada uma parte ou outra do procedimento impedia que se fizesse uma adequada descrição.",NA,60,45,1,3,"Porque a escolha de variáveis não passou por consideração suficientemente cuidadosa, levando a incluir variáveis que de fato não eram relevantes às hipóteses em que que de fato se estava interessado. Os dados coletados iam bem além do escopo da questão a que se queria responder. Alguns desses dados eram exigidos por comitês de ética ou protocolos padronizados de pesquisa da instituição.",NA,34,100,2,NA,NA,NA,40,90,2,NA,NA,NA,20,5,2,NA,NA,NA,5,0,2,NA,NA,NA,25,50,2,NA,NA,NA,10,5,2,NA,NA,NA,50,50,2,NA,NA,NA,"Often","Often","Often","Occasionally","Clinical",NA,"Yes","No","No","No","No","No","No",1,"quase-experimental","Yes","No","No","No",NA,"Teaching","Private","Graduate student",NA,"Undergraduate","Male","White",30,"Yes","No",NA,"Brasil",NA
602,50,60,1,3,"Porque o estudo que realizei foi inovador, não foi feito nenhum estudo com o objetivo e dados propostos anteriormente",NA,50,25,2,NA,NA,NA,50,30,2,NA,NA,NA,80,10,1,3,"Pois antes de publicar os dados, continuei coletando dados, alcançando um N amostral maior. Dessa forma, na hora de publicar tive a condição de fazer novas análises com um N amostral maior.",NA,10,0,2,NA,NA,NA,20,0,2,NA,NA,NA,5,0,2,NA,NA,NA,70,0,2,NA,NA,NA,30,10,2,NA,NA,NA,41,0,2,NA,NA,NA,"Occasionally","Never","Once or twice","Never","other","Terapia Cognitivo-Comportamental","Yes","No","Yes","No","No","No","No",1,"Quase experimental","No","Yes","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Female","White",27,"Yes","No",NA,"Brasil",NA
605,40,10,2,NA,NA,NA,10,10,2,NA,NA,NA,8,8,2,NA,NA,NA,11,2,2,NA,NA,NA,49,45,2,NA,NA,NA,12,12,2,NA,NA,NA,18,0,2,NA,NA,NA,51,38,1,2,NA,NA,69,20,2,NA,NA,NA,50,15,2,NA,NA,NA,"Once or twice","Occasionally","Occasionally","Once or twice","Social",NA,"Yes","No","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Research","Private","Graduate student",NA,"Masters","Female","White",28,"Yes","No",NA,"Brasil",NA
610,64,47,2,NA,NA,NA,89,62,1,3,"Dificuldade de adentrar nos contextos para coletar dados em geral não são ditas. Muitos dos contextos que permitem a execução de pesquisas o fazem porque tem-se um contato anterior, mas nem sempre isso é dito quando da publicação dos resultados. Não acredito que isso interfira nos resultados, afinal o fenomeno foi investigado com todo o rigor.",NA,85,39,2,NA,NA,NA,90,37,2,NA,NA,NA,72,23,2,NA,NA,NA,32,22,2,NA,NA,NA,22,8,2,NA,NA,NA,88,71,2,NA,NA,NA,30,10,2,NA,NA,NA,40,0,2,NA,NA,NA,"Occasionally","Occasionally","Once or twice","Never","Organizational and Work",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","Parda",26,"Yes","No",NA,"BRASIL",NA
625,85,80,1,3,NA,NA,20,10,2,NA,NA,NA,10,10,2,NA,NA,NA,60,50,2,NA,NA,NA,50,51,2,NA,NA,NA,50,50,2,NA,NA,NA,10,5,2,NA,NA,NA,45,40,2,NA,NA,NA,90,90,1,3,NA,NA,25,25,2,NA,NA,NA,"Once or twice","Never","Once or twice","Never","Behavior Analysis",NA,"Yes","No","Yes","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Graduate student",NA,"Masters","Female","White",37,"Yes","No",NA,"Brasil",NA
626,95,95,1,3,"As pesquisas em psicologia, principalmente as que se utilizam de métodos qualitativos, produzem dados interpretáveis de maneira altamente subjetiva. Assim, é comum relatar apenas os dados que, de certa forma, se coadunam com o pensamento do autor. Não acredito, todavia, que essa prática é condenável sempre. Acredito que esse tipo de publicação pode provocar insights e levar a realização de outras pesquisas que se contraponham aos resultados apresentados.",NA,20,20,2,NA,NA,NA,50,50,1,2,"Algumas vezes são cometidos, inadvertidamente, erros na coleta de dados. Quando isso acontece e se consegue perceber apenas no momento da escrita do artigo, acho a prática justificável. No entanto, há situações onde se produz a chamada  ciência salame . Nesses casos os pesquisadores relatam apenas algumas variáveis em um determinado artigo para poderem produzir outro com o restante das variáveis. Essa prática, a meu ver, também não é condenável, pois faz parte do atual momento do mundo da ciência. Por um lado, os pesquisadores são pressionados a escrever uma quantidade maior de artigos e, por outro, as revistas não permitem a publicação de longos artigos. Uma prática possível nesses casos, seria a submissão de artigos em duas ou três partes,",NA,5,5,2,NA,NA,NA,5,5,2,NA,NA,NA,20,20,2,NA,NA,NA,2,1,2,NA,NA,NA,5,5,2,NA,NA,NA,10,10,2,NA,NA,NA,2,2,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Organizational and Work",NA,"Yes","Yes","Yes","Yes","No","No","Yes",1,"Interventivas","No","No","Yes","No",NA,"Equal emphasis","Private","Emeritus professor",NA,"Doctorate","Female","White",63,"Yes","No",NA,"Portugal","Acredito que a realização de forums sobre a integridade da pesquisa pode auxiliar na melhoria das práticas de pesquisa. Vivemos um momento conturbado na pesquisa. Algumas revistas internacionais em função das questões éticas apontadas aqui, tem solicitado dados e cálculos aos autores dos artigos na tentativa de supervisionar e verificar melhor a qulidade do trabalho que está sendo publicado. Embora isso demande mais trabalho acredito que essa seja uma solução possível."
627,81,81,1,3,"Desde que também sejam também expostos limites e as hipóteses nula selecionar em que medida o estudo deu certo e as razões para isso não me parece violar nenhuma conduta.",NA,90,50,2,NA,NA,NA,90,71,2,NA,NA,NA,70,71,2,NA,NA,NA,50,74,2,NA,NA,NA,18,85,2,NA,NA,NA,20,6,2,NA,NA,NA,84,22,2,NA,NA,NA,98,52,2,NA,NA,NA,11,70,2,NA,NA,NA,"Often","Often","Often","Once or twice","Development",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","No","Yes","Sala de aula","Research","Public","Graduate student",NA,"Masters","Male","Parda",30,"Yes","No",NA,"Brasil/Suíça",NA
630,90,90,1,3,"A MAIORIA DOS MEUS ESTUDOS NO LABORATÓRIO E AS PRODUÇÕES TEM TIDO COMO BASE ESTUDOS QUE  FUNCIONARAM ",NA,50,50,1,3,"PELA PRÓPRIA LIMITAÇÃO DOS ESTUDOS, NAS DIVERSAS CONDIÇÕES, MUITAS VEZES DEIXAMOS DE JUSTIFICAR ALGUNS ESTUDOS E ATÉ MÉTODOS.",NA,30,30,2,NA,NA,NA,10,10,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,70,70,2,NA,NA,NA,30,30,2,NA,NA,NA,"Occasionally","Never","Once or twice","Never","School and Education",NA,"Yes","No","No","Yes","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","White",48,"Yes","No",NA,"BRASIL","AS RESPOSTAS FORAM DE ACORDO COM A MINHA PERCEPÇÃO NOS MEUS GRUPOS DE PESQUISA, POIS NÃO TENHO UMA NOÇÃO DA PESQUISA NACIONAL EM PSICOLOGIA, PORTANTO A MINHA PERCEPÇÃO, A MEU VER REFERE-SE AOS ESTUDOS COM ARTIGOS E PERIÓDICOS A QUE TENHO ACESSO E AS VEZES ME CAUSAM ALGUMA DÚVIDA RELACIONADOS ÀS QUESTÕES SUGERIDAS."
639,90,90,2,NA,NA,NA,90,90,2,NA,NA,NA,20,20,2,NA,NA,NA,90,90,2,NA,NA,NA,5,5,2,NA,NA,NA,60,60,2,NA,NA,NA,5,5,2,NA,NA,NA,50,50,2,NA,NA,NA,5,5,2,NA,NA,NA,30,30,2,NA,NA,NA,"Occasionally","Once or twice","Occasionally","Never","Organizational and Work",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","Yes","No","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Female","White",30,"Yes","No",NA,"Brasil",NA
640,5,5,1,3,"Prática baseada em evidências",NA,80,20,2,NA,NA,NA,90,5,2,NA,NA,NA,50,50,2,NA,NA,NA,50,5,2,NA,NA,NA,50,5,2,NA,NA,NA,50,5,2,NA,NA,NA,50,5,2,NA,NA,NA,90,5,2,NA,NA,NA,50,5,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Health",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"Yes","No","No","Yes",NA,"Teaching","Public","Graduate student",NA,"Masters","Female","White",33,"Yes","No",NA,"Brasil",NA
644,70,50,2,NA,NA,NA,70,85,1,3,"Por conta de limitação de tamanho exigido pela revista",NA,20,40,2,NA,NA,NA,70,50,2,NA,NA,NA,50,50,2,NA,NA,NA,80,50,2,NA,NA,NA,5,0,2,NA,NA,NA,60,35,1,2,NA,NA,40,60,2,NA,NA,NA,3,10,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Once or twice","Organizational and Work",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Male","Parda",40,"Yes","No",NA,"Brasil",NA
649,31,36,2,NA,NA,NA,15,16,2,NA,NA,NA,7,6,2,NA,NA,NA,36,49,2,NA,NA,NA,1,1,2,NA,NA,NA,99,99,1,3,"resultados, são resultados. Devem ser publicados",NA,0,1,2,NA,NA,NA,1,0,2,NA,NA,NA,5,5,2,NA,NA,NA,6,4,2,NA,NA,NA,"Once or twice","Never","Once or twice","Never","Development",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Graduate student",NA,"Doctorate","Female","White",58,"Yes","No",NA,"Brasil",NA
